,uid,location,age,cluster
499,1148,usa,79.0,0
516,1183,italy,49.0,0
523,1197,germany,40.0,0
527,1202,",",43.0,0
543,1232,netherlands,50.0,0
546,1238,new zealand,42.0,0
550,1244,usa,55.0,0
552,1250,usa,44.0,0
556,1269,usa,42.0,0
558,1271,canada,64.0,0
564,1284,usa,44.0,0
568,1289,usa,103.0,0
574,1304,usa,47.0,0
579,1317,usa,63.0,0
583,1323,italy,104.0,0
587,1336,united kingdom,42.0,0
594,1354,australia,39.0,0
596,1357,australia,56.0,0
606,1375,usa,59.0,0
607,1380,canada,59.0,0
613,1392,united kingdom,42.0,0
618,1400,usa,39.0,0
619,1401,usa,53.0,0
622,1405,usa,53.0,0
626,1411,usa,74.0,0
627,1413,usa,69.0,0
629,1415,usa,47.0,0
630,1418,usa,45.0,0
631,1419,usa,51.0,0
634,1425,netherlands,41.0,0
636,1429,usa,71.0,0
638,1433,usa,54.0,0
649,1456,netherlands,45.0,0
654,1464,usa,59.0,0
661,1482,united kingdom,43.0,0
663,1486,australia,75.0,0
668,1495,usa,53.0,0
672,1509,canada,48.0,0
673,1513,usa,40.0,0
676,1519,usa,61.0,0
677,1522,canada,46.0,0
682,1531,mexico,42.0,0
684,1535,usa,69.0,0
688,1549,canada,60.0,0
696,1577,usa,58.0,0
698,1583,usa,48.0,0
701,1592,usa,50.0,0
702,1593,usa,59.0,0
703,1600,canada,43.0,0
705,1606,usa,63.0,0
709,1613,new zealand,41.0,0
712,1623,usa,41.0,0
713,1625,usa,59.0,0
729,1648,france,67.0,0
730,1649,usa,41.0,0
732,1655,spain,48.0,0
734,1657,usa,59.0,0
735,1659,australia,41.0,0
738,1669,usa,51.0,0
739,1670,netherlands,47.0,0
747,1687,usa,47.0,0
748,1691,usa,50.0,0
749,1693,portugal,45.0,0
756,1709,australia,57.0,0
757,1710,brazil,47.0,0
760,1715,portugal,49.0,0
763,1723,usa,40.0,0
774,1742,usa,51.0,0
782,1758,italy,50.0,0
792,1780,united kingdom,48.0,0
795,1788,brazil,39.0,0
800,1801,usa,52.0,0
801,1803,usa,48.0,0
802,1804,usa,53.0,0
806,1811,spain,56.0,0
809,1818,spain,47.0,0
819,1833,belgium,42.0,0
821,1837,usa,44.0,0
827,1853,usa,57.0,0
829,1857,usa,39.0,0
830,1860,germany,43.0,0
831,1865,united kingdom,52.0,0
832,1870,usa,60.0,0
834,1875,australia,50.0,0
835,1877,usa,47.0,0
841,1889,usa,46.0,0
844,1894,norway,53.0,0
845,1897,usa,58.0,0
850,1911,usa,52.0,0
857,1925,usa,42.0,0
860,1929,canada,43.0,0
861,1931,portugal,40.0,0
868,1941,usa,47.0,0
869,1943,germany,61.0,0
876,1957,usa,41.0,0
882,1970,italy,47.0,0
885,1974,italy,42.0,0
886,1976,",",41.0,0
889,1985,germany,39.0,0
902,2020,canada,42.0,0
903,2022,new zealand,50.0,0
905,2026,usa,46.0,0
906,2028,belgium,42.0,0
912,2036,usa,49.0,0
913,2037,france,56.0,0
914,2040,netherlands,50.0,0
919,2050,united kingdom,48.0,0
923,2060,usa,54.0,0
927,2068,australia,43.0,0
928,2069,usa,48.0,0
932,2079,united kingdom,40.0,0
933,2081,switzerland,62.0,0
941,2096,usa,62.0,0
943,2107,usa,42.0,0
949,2123,germany,40.0,0
951,2125,usa,62.0,0
959,2146,usa,57.0,0
961,2149,canada,54.0,0
964,2158,usa,58.0,0
967,2167,usa,48.0,0
975,2191,usa,39.0,0
992,2230,usa,44.0,0
998,2241,united kingdom,62.0,0
1001,2251,usa,76.0,0
1002,2252,philippines,47.0,0
1004,2256,united kingdom,59.0,0
1007,2261,usa,59.0,0
1008,2262,usa,63.0,0
1020,2280,usa,42.0,0
1023,2291,portugal,51.0,0
1031,2307,usa,41.0,0
1034,2317,france,62.0,0
1035,2319,usa,43.0,0
1042,2338,usa,57.0,0
1044,2342,spain,60.0,0
1045,2343,portugal,66.0,0
1046,2344,usa,48.0,0
1047,2345,united kingdom,55.0,0
1049,2347,usa,55.0,0
1050,2348,spain,44.0,0
1055,2362,usa,58.0,0
1060,2372,usa,46.0,0
1065,2388,usa,64.0,0
1068,2392,spain,47.0,0
1070,2395,usa,43.0,0
1071,2396,portugal,50.0,0
1074,2403,usa,41.0,0
1077,2409,usa,57.0,0
1080,2425,canada,54.0,0
1081,2426,usa,58.0,0
1090,2456,usa,54.0,0
1092,2461,usa,59.0,0
1095,2468,usa,54.0,0
1104,2489,spain,39.0,0
1107,2495,germany,40.0,0
1111,2505,usa,61.0,0
1112,2507,france,57.0,0
1113,2509,usa,47.0,0
1118,2522,spain,39.0,0
1125,2538,usa,55.0,0
1126,2540,usa,46.0,0
1127,2541,usa,55.0,0
1128,2542,usa,54.0,0
1132,2560,usa,48.0,0
1133,2561,spain,49.0,0
1135,2564,australia,58.0,0
1137,2573,usa,55.0,0
1139,2577,usa,59.0,0
1142,2587,usa,49.0,0
1150,2606,united kingdom,44.0,0
1154,2620,spain,63.0,0
1157,2627,usa,41.0,0
1159,2632,usa,47.0,0
1163,2649,usa,56.0,0
1164,2659,usa,39.0,0
1171,2674,italy,50.0,0
1174,2677,canada,46.0,0
1176,2684,netherlands,40.0,0
1180,2694,germany,58.0,0
1182,2697,italy,52.0,0
1183,2698,italy,66.0,0
1184,2699,spain,53.0,0
1187,2708,united kingdom,59.0,0
1188,2713,australia,47.0,0
1191,2722,usa,51.0,0
1192,2725,united kingdom,71.0,0
1194,2735,usa,47.0,0
1195,2736,usa,44.0,0
1198,2740,united kingdom,52.0,0
1200,2743,",",41.0,0
1201,2745,portugal,50.0,0
1204,2753,australia,39.0,0
1205,2755,usa,51.0,0
1206,2757,spain,46.0,0
1207,2758,usa,54.0,0
1210,2771,usa,56.0,0
1214,2777,usa,73.0,0
1216,2783,germany,43.0,0
1220,2795,usa,41.0,0
1223,2802,spain,46.0,0
1224,2804,usa,53.0,0
1225,2805,spain,44.0,0
1228,2812,portugal,47.0,0
1235,2824,spain,49.0,0
1240,2829,spain,68.0,0
1243,2833,usa,47.0,0
1244,2838,usa,44.0,0
1247,2845,usa,54.0,0
1251,2852,usa,59.0,0
1254,2858,canada,49.0,0
1260,2873,united kingdom,45.0,0
1264,2877,usa,39.0,0
1265,2878,usa,41.0,0
1268,2887,usa,53.0,0
1274,2899,usa,46.0,0
1282,2917,canada,44.0,0
1290,2929,usa,49.0,0
1291,2931,germany,40.0,0
1293,2938,usa,43.0,0
1294,2941,canada,55.0,0
1296,2947,usa,63.0,0
1300,2959,usa,58.0,0
1302,2965,usa,50.0,0
1304,2970,usa,46.0,0
1306,2972,usa,60.0,0
1312,2987,usa,45.0,0
1316,2995,usa,61.0,0
1320,3001,usa,41.0,0
1335,3027,united kingdom,41.0,0
1338,3034,usa,45.0,0
1351,3059,united kingdom,44.0,0
1357,3076,usa,60.0,0
1358,3080,usa,62.0,0
1359,3082,usa,47.0,0
1360,3083,usa,56.0,0
1362,3085,switzerland,104.0,0
1368,3093,usa,46.0,0
1370,3102,spain,65.0,0
1371,3105,usa,42.0,0
1377,3121,usa,46.0,0
1386,3134,usa,40.0,0
1394,3152,canada,50.0,0
1433,3221,italy,48.0,0
1435,3223,finland,55.0,0
1436,3225,usa,53.0,0
1437,3229,usa,39.0,0
1439,3231,usa,57.0,0
1445,3241,spain,43.0,0
1447,3246,mexico,44.0,0
1451,3254,usa,52.0,0
1456,3267,netherlands,61.0,0
1457,3269,germany,49.0,0
1459,3271,usa,47.0,0
1460,3273,canada,44.0,0
1461,3274,spain,55.0,0
1466,3281,usa,53.0,0
1469,3286,usa,43.0,0
1473,3296,usa,63.0,0
1475,3300,usa,49.0,0
1479,3313,usa,61.0,0
1481,3318,usa,54.0,0
1482,3319,germany,45.0,0
1484,3327,italy,41.0,0
1485,3330,usa,49.0,0
1486,3335,spain,47.0,0
1491,3341,united kingdom,62.0,0
1496,3358,usa,58.0,0
1502,3369,usa,60.0,0
1508,3380,usa,45.0,0
1515,3393,usa,55.0,0
1521,3407,usa,49.0,0
1528,3419,usa,53.0,0
1537,3434,pakistan,58.0,0
1541,3444,spain,48.0,0
1542,3445,usa,45.0,0
1543,3446,usa,47.0,0
1546,3455,canada,49.0,0
1557,3485,australia,60.0,0
1558,3486,usa,41.0,0
1559,3489,united kingdom,46.0,0
1562,3500,usa,55.0,0
1566,3510,usa,57.0,0
1567,3511,usa,42.0,0
1574,3530,mexico,48.0,0
1575,3531,usa,40.0,0
1579,3552,spain,41.0,0
1582,3557,canada,63.0,0
1583,3558,usa,56.0,0
1587,3566,usa,42.0,0
1596,3584,united kingdom,46.0,0
1598,3586,usa,46.0,0
1608,3607,usa,48.0,0
1619,3636,pakistan,77.0,0
1623,3644,usa,43.0,0
1625,3649,united kingdom,44.0,0
1629,3658,usa,47.0,0
1634,3672,usa,39.0,0
1635,3673,usa,56.0,0
1645,3689,spain,104.0,0
1647,3692,usa,41.0,0
1658,3713,usa,39.0,0
1665,3726,usa,40.0,0
1667,3730,usa,41.0,0
1669,3734,usa,43.0,0
1670,3735,finland,47.0,0
1675,3746,australia,56.0,0
1685,3769,usa,39.0,0
1689,3783,usa,40.0,0
1691,3785,united kingdom,48.0,0
1694,3793,usa,58.0,0
1695,3794,germany,57.0,0
1705,3815,canada,55.0,0
1719,3850,kuwait,46.0,0
1724,3860,usa,42.0,0
1730,3872,usa,62.0,0
1733,3879,usa,40.0,0
1734,3880,australia,48.0,0
1740,3906,usa,43.0,0
1746,3920,usa,42.0,0
1747,3921,usa,45.0,0
1748,3922,australia,43.0,0
1754,3939,usa,53.0,0
1758,3943,usa,40.0,0
1763,3957,spain,51.0,0
1765,3963,spain,39.0,0
1766,3964,usa,41.0,0
1770,3972,spain,45.0,0
1774,3976,usa,55.0,0
1775,3978,usa,70.0,0
1781,3993,usa,39.0,0
1783,3999,usa,71.0,0
1784,4007,germany,40.0,0
1786,4011,belgium,42.0,0
1788,4013,france,53.0,0
1793,4021,france,42.0,0
1802,4035,usa,60.0,0
1803,4037,spain,48.0,0
1805,4041,usa,45.0,0
1808,4046,usa,42.0,0
1810,4055,canada,52.0,0
1811,4058,united kingdom,47.0,0
1813,4062,united kingdom,41.0,0
1816,4073,usa,44.0,0
1818,4078,usa,46.0,0
1822,4094,united kingdom,55.0,0
1823,4095,usa,56.0,0
1826,4105,usa,41.0,0
1827,4106,usa,52.0,0
1828,4111,united kingdom,62.0,0
1840,4139,united kingdom,59.0,0
1851,4158,spain,40.0,0
1854,4165,usa,53.0,0
1855,4167,usa,49.0,0
1856,4169,usa,57.0,0
1857,4174,usa,48.0,0
1858,4175,usa,59.0,0
1860,4181,usa,44.0,0
1861,4182,usa,57.0,0
1862,4183,usa,57.0,0
1865,4192,usa,44.0,0
1869,4202,usa,44.0,0
1873,4212,italy,43.0,0
1874,4213,spain,61.0,0
1887,4240,spain,48.0,0
1889,4243,australia,52.0,0
1896,4257,usa,45.0,0
1899,4265,usa,45.0,0
1901,4268,italy,49.0,0
1904,4276,italy,43.0,0
1908,4283,usa,69.0,0
1910,4285,usa,50.0,0
1917,4300,germany,60.0,0
1919,4307,usa,70.0,0
1920,4310,usa,58.0,0
1927,4327,usa,47.0,0
1933,4342,mexico,43.0,0
1935,4347,usa,93.0,0
1936,4348,germany,40.0,0
1938,4350,netherlands,41.0,0
1941,4359,australia,65.0,0
1943,4361,usa,55.0,0
1944,4367,spain,55.0,0
1945,4371,italy,47.0,0
1946,4373,australia,47.0,0
1947,4374,usa,55.0,0
1953,4388,spain,46.0,0
1962,4409,spain,45.0,0
1964,4411,usa,45.0,0
1967,4415,spain,46.0,0
1973,4434,usa,52.0,0
1974,4436,united kingdom,43.0,0
1975,4440,france,53.0,0
1980,4451,united kingdom,55.0,0
1982,4454,spain,42.0,0
1985,4461,italy,41.0,0
1986,4464,united kingdom,49.0,0
1993,4476,australia,50.0,0
1994,4477,united kingdom,42.0,0
1998,4485,canada,57.0,0
1999,4486,canada,41.0,0
2002,4490,canada,62.0,0
2003,4491,united kingdom,43.0,0
2007,4495,united kingdom,59.0,0
2010,4498,united kingdom,57.0,0
2014,4511,portugal,61.0,0
2015,4516,usa,66.0,0
2020,4531,usa,43.0,0
2022,4538,france,47.0,0
2023,4539,australia,44.0,0
2026,4549,new zealand,40.0,0
2037,4564,spain,39.0,0
2038,4565,spain,40.0,0
2040,4567,usa,65.0,0
2041,4569,usa,64.0,0
2044,4575,germany,44.0,0
2055,4593,germany,45.0,0
2056,4595,portugal,40.0,0
2060,4605,spain,44.0,0
2066,4615,usa,49.0,0
2086,4645,canada,42.0,0
2089,4648,germany,39.0,0
2092,4651,brazil,48.0,0
2093,4652,switzerland,45.0,0
2096,4661,usa,51.0,0
2102,4674,canada,42.0,0
2103,4675,spain,40.0,0
2105,4678,usa,76.0,0
2119,4722,usa,46.0,0
2134,4757,usa,52.0,0
2135,4758,usa,54.0,0
2137,4768,united kingdom,44.0,0
2140,4772,germany,42.0,0
2141,4773,netherlands,54.0,0
2146,4783,australia,104.0,0
2151,4793,united kingdom,42.0,0
2159,4811,canada,50.0,0
2162,4821,usa,44.0,0
2164,4827,new zealand,40.0,0
2168,4836,australia,44.0,0
2174,4855,australia,59.0,0
2175,4858,usa,45.0,0
2180,4870,usa,39.0,0
2188,4888,switzerland,49.0,0
2199,4913,usa,39.0,0
2204,4926,united kingdom,45.0,0
2212,4951,usa,47.0,0
2215,4955,australia,68.0,0
2218,4961,usa,43.0,0
2226,4981,usa,51.0,0
2229,4988,spain,45.0,0
2237,4999,usa,54.0,0
2242,5010,usa,43.0,0
2246,5020,usa,60.0,0
2254,5035,usa,42.0,0
2258,5044,usa,41.0,0
2259,5046,usa,46.0,0
2277,5072,malaysia,43.0,0
2278,5080,italy,44.0,0
2279,5081,usa,58.0,0
2280,5083,spain,42.0,0
2285,5093,",",40.0,0
2296,5113,usa,41.0,0
2297,5114,usa,41.0,0
2302,5125,germany,44.0,0
2303,5126,usa,53.0,0
2306,5132,spain,46.0,0
2307,5133,spain,55.0,0
2313,5142,spain,41.0,0
2314,5145,spain,43.0,0
2318,5152,germany,50.0,0
2323,5160,usa,49.0,0
2324,5162,usa,66.0,0
2329,5172,",",43.0,0
2331,5177,spain,53.0,0
2333,5181,usa,46.0,0
2334,5182,united kingdom,54.0,0
2339,5191,usa,56.0,0
2343,5197,usa,41.0,0
2346,5203,canada,56.0,0
2347,5205,united kingdom,70.0,0
2350,5214,usa,49.0,0
2352,5221,usa,52.0,0
2360,5238,united kingdom,41.0,0
2364,5245,australia,43.0,0
2366,5247,united kingdom,46.0,0
2369,5254,canada,57.0,0
2377,5270,new zealand,40.0,0
2381,5278,usa,50.0,0
2384,5283,united kingdom,52.0,0
2392,5299,canada,56.0,0
2398,5307,united kingdom,42.0,0
2402,5322,spain,49.0,0
2406,5332,usa,50.0,0
2410,5340,usa,59.0,0
2412,5344,usa,44.0,0
2415,5353,germany,48.0,0
2422,5370,usa,44.0,0
2423,5373,italy,45.0,0
2424,5376,usa,41.0,0
2426,5378,usa,52.0,0
2429,5382,usa,48.0,0
2431,5388,usa,40.0,0
2432,5389,usa,54.0,0
2433,5391,usa,56.0,0
2434,5394,usa,66.0,0
2439,5404,portugal,43.0,0
2440,5406,new zealand,57.0,0
2454,5441,usa,65.0,0
2457,5449,spain,43.0,0
2470,5491,france,52.0,0
2471,5492,usa,48.0,0
2473,5496,usa,42.0,0
2478,5511,italy,40.0,0
2487,5530,usa,45.0,0
2488,5534,canada,59.0,0
2490,5541,usa,46.0,0
2492,5544,spain,41.0,0
2495,5550,australia,39.0,0
2501,5560,spain,52.0,0
2511,5574,united kingdom,63.0,0
2512,5577,usa,62.0,0
2519,5596,australia,41.0,0
2526,5613,usa,42.0,0
2527,5616,usa,40.0,0
2530,5621,germany,40.0,0
2536,5640,mexico,42.0,0
2538,5642,mexico,54.0,0
2542,5651,usa,64.0,0
2551,5668,usa,40.0,0
2555,5679,spain,41.0,0
2561,5688,usa,39.0,0
2563,5691,usa,58.0,0
2566,5701,australia,46.0,0
2567,5707,united kingdom,43.0,0
2569,5713,usa,41.0,0
2570,5714,usa,56.0,0
2571,5716,united kingdom,42.0,0
2572,5717,usa,40.0,0
2574,5719,usa,50.0,0
2575,5720,usa,50.0,0
2581,5734,united kingdom,44.0,0
2589,5758,united kingdom,47.0,0
2590,5759,usa,41.0,0
2592,5763,united kingdom,40.0,0
2593,5766,usa,40.0,0
2595,5771,italy,49.0,0
2596,5773,usa,51.0,0
2607,5797,usa,77.0,0
2614,5812,canada,52.0,0
2616,5814,usa,60.0,0
2620,5823,usa,57.0,0
2621,5824,new zealand,41.0,0
2628,5842,italy,43.0,0
2634,5849,germany,42.0,0
2636,5852,germany,66.0,0
2638,5858,brazil,42.0,0
2641,5864,usa,41.0,0
2645,5871,usa,53.0,0
2652,5885,australia,54.0,0
2655,5891,usa,40.0,0
2656,5901,united kingdom,41.0,0
2657,5902,usa,49.0,0
2658,5907,usa,45.0,0
2659,5909,usa,40.0,0
2661,5918,switzerland,50.0,0
2662,5924,usa,53.0,0
2665,5930,germany,44.0,0
2669,5938,france,51.0,0
2670,5939,usa,48.0,0
2673,5945,united kingdom,42.0,0
2674,5947,united kingdom,45.0,0
2684,5972,usa,47.0,0
2686,5980,usa,45.0,0
2687,5985,usa,49.0,0
2689,5995,usa,50.0,0
2691,5997,usa,55.0,0
2693,6000,finland,42.0,0
2703,6032,usa,41.0,0
2718,6063,united kingdom,42.0,0
2727,6082,usa,39.0,0
2728,6083,australia,39.0,0
2729,6084,usa,54.0,0
2734,6097,usa,56.0,0
2737,6105,australia,48.0,0
2740,6110,usa,48.0,0
2741,6111,usa,61.0,0
2742,6114,united kingdom,40.0,0
2745,6118,usa,67.0,0
2748,6127,united kingdom,45.0,0
2750,6131,spain,45.0,0
2757,6143,usa,56.0,0
2761,6149,usa,52.0,0
2763,6154,usa,45.0,0
2778,6191,usa,61.0,0
2787,6206,united kingdom,49.0,0
2792,6226,usa,40.0,0
2794,6232,united kingdom,48.0,0
2798,6240,usa,56.0,0
2806,6261,usa,46.0,0
2808,6265,usa,69.0,0
2812,6271,usa,53.0,0
2815,6279,united kingdom,51.0,0
2816,6283,usa,46.0,0
2822,6298,canada,52.0,0
2823,6301,usa,55.0,0
2824,6302,canada,69.0,0
2827,6309,united kingdom,46.0,0
2837,6321,germany,40.0,0
2844,6341,usa,51.0,0
2847,6349,usa,66.0,0
2854,6371,united kingdom,55.0,0
2859,6378,australia,43.0,0
2861,6381,italy,57.0,0
2863,6385,usa,58.0,0
2864,6387,usa,64.0,0
2865,6397,usa,59.0,0
2866,6399,usa,66.0,0
2868,6404,usa,41.0,0
2869,6405,usa,49.0,0
2873,6414,spain,58.0,0
2885,6439,spain,41.0,0
2887,6441,spain,48.0,0
2890,6446,usa,57.0,0
2894,6451,spain,45.0,0
2898,6458,united kingdom,54.0,0
2899,6463,italy,51.0,0
2901,6465,usa,53.0,0
2902,6466,usa,44.0,0
2903,6467,usa,43.0,0
2907,6473,germany,42.0,0
2912,6486,usa,40.0,0
2914,6496,usa,39.0,0
2915,6498,usa,39.0,0
2917,6504,usa,59.0,0
2918,6508,australia,49.0,0
2920,6511,usa,64.0,0
2926,6523,usa,44.0,0
2933,6542,usa,43.0,0
2936,6550,united kingdom,46.0,0
2938,6552,usa,58.0,0
2940,6557,united kingdom,50.0,0
2947,6569,usa,54.0,0
2950,6578,usa,56.0,0
2951,6579,usa,54.0,0
2961,6610,usa,52.0,0
2965,6620,usa,46.0,0
2972,6649,usa,50.0,0
2977,6658,germany,41.0,0
2978,6664,spain,45.0,0
2979,6666,usa,39.0,0
2980,6668,canada,49.0,0
2982,6670,usa,54.0,0
2983,6672,usa,57.0,0
3006,6718,italy,54.0,0
3014,6736,italy,42.0,0
3015,6738,usa,69.0,0
3019,6743,canada,53.0,0
3021,6748,usa,55.0,0
3025,6756,usa,48.0,0
3032,6777,usa,42.0,0
3036,6790,usa,49.0,0
3038,6794,usa,42.0,0
3039,6797,usa,53.0,0
3040,6802,united kingdom,53.0,0
3044,6811,united kingdom,48.0,0
3054,6830,usa,57.0,0
3056,6833,spain,42.0,0
3065,6846,usa,59.0,0
3066,6850,usa,54.0,0
3072,6862,canada,45.0,0
3078,6880,canada,57.0,0
3091,6906,usa,63.0,0
3095,6917,usa,39.0,0
3101,6928,usa,53.0,0
3107,6937,spain,51.0,0
3112,6951,usa,74.0,0
3115,6955,usa,54.0,0
3119,6964,italy,55.0,0
3123,6973,germany,58.0,0
3125,6976,portugal,45.0,0
3136,7003,switzerland,44.0,0
3138,7011,spain,43.0,0
3139,7013,usa,44.0,0
3144,7021,usa,39.0,0
3158,7044,united kingdom,44.0,0
3160,7049,australia,43.0,0
3162,7052,usa,57.0,0
3163,7055,usa,64.0,0
3188,7101,usa,52.0,0
3189,7102,usa,47.0,0
3192,7109,germany,51.0,0
3193,7111,usa,48.0,0
3196,7119,usa,66.0,0
3197,7122,usa,45.0,0
3204,7140,spain,46.0,0
3207,7145,australia,43.0,0
3208,7151,usa,45.0,0
3209,7159,usa,42.0,0
3211,7163,spain,44.0,0
3212,7165,spain,48.0,0
3219,7178,canada,62.0,0
3220,7182,spain,50.0,0
3225,7195,canada,50.0,0
3230,7206,germany,53.0,0
3231,7209,usa,40.0,0
3233,7219,usa,60.0,0
3235,7229,usa,52.0,0
3236,7231,usa,47.0,0
3239,7240,usa,72.0,0
3241,7243,usa,44.0,0
3242,7244,usa,54.0,0
3243,7246,usa,45.0,0
3246,7251,canada,50.0,0
3249,7258,usa,43.0,0
3252,7264,usa,44.0,0
3257,7281,usa,52.0,0
3260,7290,united kingdom,54.0,0
3274,7322,belgium,62.0,0
3280,7332,usa,40.0,0
3282,7335,usa,39.0,0
3288,7360,usa,40.0,0
3290,7365,usa,43.0,0
3295,7377,usa,41.0,0
3296,7379,usa,42.0,0
3306,7396,usa,44.0,0
3309,7401,australia,56.0,0
3310,7411,usa,57.0,0
3314,7420,spain,44.0,0
3315,7421,spain,44.0,0
3316,7423,usa,39.0,0
3319,7429,usa,73.0,0
3326,7449,spain,39.0,0
3329,7453,usa,42.0,0
3330,7459,united kingdom,48.0,0
3331,7461,usa,44.0,0
3337,7470,usa,45.0,0
3340,7474,usa,50.0,0
3341,7475,usa,46.0,0
3346,7483,united kingdom,41.0,0
3352,7499,portugal,45.0,0
3361,7514,usa,46.0,0
3362,7515,australia,45.0,0
3369,7527,usa,51.0,0
3370,7529,usa,49.0,0
3372,7532,portugal,49.0,0
3373,7536,usa,44.0,0
3396,7596,usa,62.0,0
3398,7599,usa,59.0,0
3399,7602,usa,70.0,0
3401,7606,new zealand,44.0,0
3403,7609,usa,42.0,0
3409,7622,united kingdom,45.0,0
3417,7638,united kingdom,53.0,0
3418,7639,usa,52.0,0
3421,7644,usa,45.0,0
3422,7645,usa,53.0,0
3425,7648,usa,45.0,0
3426,7649,canada,57.0,0
3428,7652,usa,48.0,0
3431,7658,usa,42.0,0
3434,7664,australia,61.0,0
3436,7674,spain,40.0,0
3438,7678,usa,49.0,0
3442,7687,usa,39.0,0
3445,7693,usa,64.0,0
3446,7695,united kingdom,60.0,0
3452,7704,australia,47.0,0
3453,7705,united kingdom,53.0,0
3455,7710,usa,59.0,0
3463,7732,usa,47.0,0
3464,7733,usa,46.0,0
3472,7758,united kingdom,67.0,0
3477,7767,usa,51.0,0
3483,7777,canada,54.0,0
3484,7779,pakistan,58.0,0
3488,7791,usa,40.0,0
3489,7792,usa,60.0,0
3503,7815,usa,56.0,0
3508,7822,usa,60.0,0
3515,7833,canada,50.0,0
3518,7838,united kingdom,57.0,0
3519,7842,australia,44.0,0
3521,7849,canada,46.0,0
3522,7850,usa,63.0,0
3529,7868,usa,42.0,0
3541,7909,usa,56.0,0
3542,7910,usa,49.0,0
3543,7911,mexico,48.0,0
3545,7914,canada,41.0,0
3547,7921,usa,81.0,0
3548,7922,usa,43.0,0
3549,7924,usa,62.0,0
3552,7928,usa,39.0,0
3553,7929,portugal,56.0,0
3563,7950,australia,52.0,0
3567,7964,canada,50.0,0
