,Unnamed: 0,uid,isbn,rating
60,60.0,78637.0,0971880107,8.0
61,61.0,79738.0,0971880107,3.0
62,62.0,83469.0,0971880107,5.0
63,63.0,85667.0,0971880107,7.0
64,64.0,87649.0,0971880107,2.0
65,65.0,88142.0,0971880107,9.0
66,66.0,90609.0,0971880107,4.0
67,67.0,92722.0,0971880107,1.0
68,68.0,100682.0,0971880107,8.0
69,69.0,100995.0,0971880107,2.0
70,70.0,101538.0,0971880107,7.0
71,71.0,101861.0,0971880107,5.0
72,72.0,106656.0,0971880107,5.0
73,73.0,108805.0,0971880107,2.0
74,74.0,109235.0,0971880107,7.0
75,75.0,111162.0,0971880107,9.0
76,76.0,115714.0,0971880107,1.0
77,77.0,120081.0,0971880107,4.0
78,78.0,123822.0,0971880107,5.0
79,79.0,125889.0,0971880107,4.0
80,80.0,126851.0,0971880107,4.0
81,81.0,127619.0,0971880107,8.0
82,82.0,128096.0,0971880107,5.0
83,83.0,128241.0,0971880107,2.0
84,84.0,130594.0,0971880107,8.0
85,85.0,132633.0,0971880107,7.0
86,86.0,133645.0,0971880107,6.0
87,87.0,135880.0,0971880107,3.0
88,88.0,140437.0,0971880107,6.0
89,89.0,144124.0,0971880107,3.0
90,90.0,145761.0,0971880107,5.0
91,91.0,148051.0,0971880107,5.0
92,92.0,148800.0,0971880107,6.0
93,93.0,154197.0,0971880107,6.0
94,94.0,154423.0,0971880107,4.0
95,95.0,157783.0,0971880107,6.0
96,96.0,158663.0,0971880107,7.0
97,97.0,160241.0,0971880107,10.0
98,98.0,160629.0,0971880107,6.0
99,99.0,161068.0,0971880107,1.0
100,100.0,163609.0,0971880107,9.0
101,101.0,165637.0,0971880107,5.0
102,102.0,169014.0,0971880107,5.0
103,103.0,169773.0,0971880107,2.0
104,104.0,174657.0,0971880107,4.0
105,105.0,175234.0,0971880107,7.0
106,106.0,176023.0,0971880107,3.0
107,107.0,178329.0,0971880107,4.0
108,108.0,178895.0,0971880107,5.0
109,109.0,179454.0,0971880107,4.0
110,110.0,180149.0,0971880107,4.0
111,111.0,180151.0,0971880107,5.0
112,112.0,181293.0,0971880107,7.0
113,113.0,181704.0,0971880107,7.0
114,114.0,184924.0,0971880107,2.0
115,115.0,187745.0,0971880107,8.0
116,116.0,191214.0,0971880107,2.0
117,117.0,193873.0,0971880107,6.0
118,118.0,194206.0,0971880107,6.0
119,119.0,201137.0,0971880107,5.0
120,120.0,203047.0,0971880107,2.0
121,121.0,205019.0,0971880107,6.0
122,122.0,208449.0,0971880107,4.0
123,123.0,211720.0,0971880107,5.0
124,124.0,216262.0,0971880107,5.0
125,125.0,218867.0,0971880107,3.0
126,126.0,219752.0,0971880107,7.0
127,127.0,222277.0,0971880107,7.0
128,128.0,223091.0,0971880107,7.0
129,129.0,225727.0,0971880107,1.0
130,130.0,225832.0,0971880107,2.0
131,131.0,226022.0,0971880107,7.0
132,132.0,226422.0,0971880107,3.0
133,133.0,228790.0,0971880107,5.0
134,134.0,229568.0,0971880107,3.0
135,135.0,229635.0,0971880107,1.0
136,136.0,230436.0,0971880107,1.0
137,137.0,231190.0,0971880107,5.0
138,138.0,232555.0,0971880107,2.0
139,139.0,233857.0,0971880107,2.0
140,140.0,235538.0,0971880107,8.0
141,141.0,236918.0,0971880107,8.0
142,142.0,237283.0,0971880107,7.0
143,143.0,241291.0,0971880107,1.0
144,144.0,241430.0,0971880107,1.0
145,145.0,244886.0,0971880107,5.0
146,146.0,246344.0,0971880107,7.0
147,147.0,248784.0,0971880107,4.0
148,148.0,257069.0,0971880107,7.0
149,149.0,257878.0,0971880107,8.0
150,150.0,258675.0,0971880107,1.0
151,151.0,258837.0,0971880107,4.0
152,152.0,258972.0,0971880107,5.0
153,153.0,262934.0,0971880107,2.0
154,154.0,263214.0,0971880107,1.0
155,155.0,263331.0,0971880107,4.0
156,156.0,264415.0,0971880107,3.0
157,157.0,264680.0,0971880107,2.0
158,158.0,265499.0,0971880107,7.0
159,159.0,266260.0,0971880107,2.0
160,160.0,267382.0,0971880107,6.0
161,161.0,267727.0,0971880107,9.0
162,162.0,267881.0,0971880107,2.0
163,163.0,268009.0,0971880107,4.0
164,164.0,269347.0,0971880107,4.0
165,165.0,276113.0,0971880107,7.0
166,166.0,278176.0,0971880107,9.0
167,167.0,14801.0,0345402871,7.0
168,168.0,48965.0,0345402871,7.0
169,169.0,67244.0,0345402871,8.0
170,170.0,180320.0,0345402871,7.0
171,171.0,204192.0,0345402871,9.0
172,172.0,233466.0,0345402871,8.0
173,173.0,267377.0,0345402871,7.0
174,174.0,13726.0,0345417623,7.0
175,175.0,16799.0,0345417623,7.0
176,176.0,18583.0,0345417623,8.0
177,177.0,24278.0,0345417623,7.0
178,178.0,31620.0,0345417623,7.0
179,179.0,39233.0,0345417623,9.0
180,180.0,49294.0,0345417623,5.0
181,181.0,52845.0,0345417623,8.0
182,182.0,53604.0,0345417623,10.0
183,183.0,66096.0,0345417623,6.0
184,184.0,103176.0,0345417623,9.0
185,185.0,119205.0,0345417623,9.0
186,186.0,121517.0,0345417623,7.0
187,187.0,155823.0,0345417623,8.0
188,188.0,221036.0,0345417623,8.0
189,189.0,227305.0,0345417623,6.0
190,190.0,245948.0,0345417623,8.0
191,191.0,254303.0,0345417623,6.0
192,192.0,82188.0,0553278398,9.0
193,193.0,128142.0,0553278398,8.0
194,194.0,19.0,0375759778,7.0
195,195.0,38502.0,0375759778,8.0
196,196.0,95703.0,0425163091,9.0
197,197.0,277641.0,0375406328,7.0
198,198.0,21402.0,0446310786,10.0
199,199.0,29981.0,0446310786,7.0
200,200.0,30489.0,0446310786,10.0
201,201.0,32089.0,0446310786,7.0
202,202.0,61888.0,0446310786,9.0
203,203.0,68861.0,0446310786,10.0
204,204.0,90046.0,0446310786,9.0
205,205.0,112570.0,0446310786,6.0
206,206.0,117781.0,0446310786,9.0
207,207.0,119341.0,0446310786,8.0
208,208.0,129641.0,0446310786,10.0
209,209.0,137746.0,0446310786,7.0
210,210.0,137940.0,0446310786,8.0
211,211.0,141023.0,0446310786,5.0
212,212.0,144791.0,0446310786,10.0
213,213.0,177989.0,0446310786,5.0
214,214.0,178953.0,0446310786,9.0
215,215.0,204100.0,0446310786,10.0
216,216.0,204494.0,0446310786,10.0
217,217.0,219650.0,0446310786,8.0
218,218.0,224093.0,0446310786,9.0
219,219.0,227494.0,0446310786,9.0
220,220.0,238390.0,0446310786,6.0
221,221.0,276953.0,0446310786,10.0
222,222.0,367.0,0449005615,9.0
223,223.0,61888.0,0449005615,9.0
224,224.0,93909.0,0449005615,8.0
225,225.0,128541.0,0449005615,8.0
226,226.0,131767.0,0449005615,9.0
227,227.0,132686.0,0449005615,10.0
228,228.0,144412.0,0449005615,8.0
229,229.0,170224.0,0449005615,9.0
230,230.0,170620.0,0449005615,8.0
231,231.0,174807.0,0449005615,10.0
232,232.0,180314.0,0449005615,7.0
233,233.0,192762.0,0449005615,9.0
234,234.0,209062.0,0449005615,8.0
235,235.0,226665.0,0449005615,9.0
236,236.0,242989.0,0449005615,4.0
237,237.0,250724.0,0449005615,8.0
238,238.0,251253.0,0449005615,10.0
239,239.0,257900.0,0449005615,7.0
240,240.0,223096.0,0060168013,8.0
241,241.0,252348.0,0061099686,6.0
242,242.0,88118.0,0671888587,8.0
243,243.0,42.0,0553582747,7.0
244,244.0,49377.0,0553582747,8.0
245,245.0,127321.0,0553582747,6.0
246,246.0,147607.0,0553582747,8.0
247,247.0,155439.0,0553582747,10.0
248,248.0,169065.0,0553582747,10.0
249,249.0,35788.0,0425182908,9.0
250,250.0,128742.0,0425182908,5.0
251,251.0,223748.0,0425182908,2.0
252,252.0,236909.0,0425182908,8.0
253,253.0,186447.0,042518630X,4.0
254,254.0,271604.0,042518630X,7.0
255,255.0,44.0,0440223571,8.0
256,256.0,230900.0,0440223571,7.0
257,257.0,46500.0,0842342702,9.0
258,258.0,110929.0,0842342702,8.0
259,259.0,125045.0,0842342702,8.0
260,260.0,173538.0,0842342702,10.0
261,261.0,173901.0,0842342702,9.0
262,262.0,261265.0,0842342702,8.0
263,263.0,51.0,0440225701,9.0
264,264.0,52328.0,0440225701,10.0
265,265.0,74637.0,0440225701,8.0
266,266.0,115675.0,0440225701,8.0
267,267.0,128639.0,0440225701,8.0
268,268.0,176577.0,0440225701,9.0
269,269.0,180903.0,0440225701,10.0
270,270.0,203274.0,0440225701,10.0
271,271.0,224427.0,0440225701,9.0
272,272.0,228249.0,0440225701,8.0
273,273.0,232316.0,0440225701,6.0
274,274.0,233670.0,0440225701,8.0
275,275.0,243488.0,0440225701,5.0
276,276.0,268244.0,0440225701,10.0
277,277.0,274361.0,0440225701,8.0
278,278.0,134408.0,0679810307,10.0
279,279.0,238865.0,0312970242,7.0
280,280.0,228889.0,1853260053,10.0
281,281.0,24140.0,0140067477,10.0
282,282.0,34222.0,0140067477,10.0
283,283.0,103526.0,0140067477,8.0
284,284.0,110599.0,0140067477,9.0
285,285.0,135301.0,0140067477,8.0
286,286.0,246625.0,0140067477,10.0
287,287.0,270919.0,0140067477,9.0
288,288.0,11648.0,0345465083,8.0
289,289.0,12549.0,0345465083,8.0
290,290.0,43321.0,0345465083,6.0
291,291.0,48764.0,0345465083,7.0
292,292.0,125009.0,0345465083,7.0
293,293.0,174709.0,0345465083,8.0
294,294.0,194305.0,0345465083,5.0
295,295.0,208890.0,0345465083,7.0
296,296.0,247795.0,0345465083,7.0
297,297.0,75.0,1558531025,5.0
298,298.0,60185.0,1558531025,8.0
299,299.0,88103.0,1558531025,7.0
300,300.0,32914.0,0441783589,7.0
301,301.0,43633.0,0441783589,9.0
302,302.0,49845.0,0441783589,7.0
303,303.0,80301.0,0441783589,9.0
304,304.0,109577.0,0441783589,9.0
305,305.0,169185.0,0441783589,6.0
306,306.0,246263.0,0441783589,9.0
307,307.0,52112.0,0375410538,7.0
308,308.0,64530.0,0375410538,10.0
309,309.0,12966.0,0316769487,9.0
310,310.0,19132.0,0316769487,8.0
311,311.0,41360.0,0316769487,8.0
312,312.0,46341.0,0316769487,8.0
313,313.0,68373.0,0316769487,7.0
314,314.0,69661.0,0316769487,4.0
315,315.0,72244.0,0316769487,7.0
316,316.0,84289.0,0316769487,10.0
317,317.0,86290.0,0316769487,8.0
318,318.0,100510.0,0316769487,7.0
319,319.0,101046.0,0316769487,8.0
320,320.0,104425.0,0316769487,10.0
321,321.0,108394.0,0316769487,10.0
322,322.0,112570.0,0316769487,8.0
323,323.0,117073.0,0316769487,5.0
324,324.0,135418.0,0316769487,8.0
325,325.0,165176.0,0316769487,8.0
326,326.0,173494.0,0316769487,7.0
327,327.0,174434.0,0316769487,6.0
328,328.0,185111.0,0316769487,8.0
329,329.0,185339.0,0316769487,10.0
330,330.0,197644.0,0316769487,10.0
331,331.0,202417.0,0316769487,9.0
332,332.0,206389.0,0316769487,8.0
333,333.0,208886.0,0316769487,8.0
334,334.0,209882.0,0316769487,8.0
335,335.0,220736.0,0316769487,5.0
336,336.0,223364.0,0316769487,7.0
337,337.0,225730.0,0316769487,7.0
338,338.0,232195.0,0316769487,7.0
339,339.0,239502.0,0316769487,8.0
340,340.0,249578.0,0316769487,8.0
341,341.0,250503.0,0316769487,8.0
342,342.0,258566.0,0316769487,10.0
343,343.0,125.0,0679429220,10.0
344,344.0,52008.0,0679429220,7.0
345,345.0,106036.0,0679429220,6.0
346,346.0,107286.0,0679429220,7.0
347,347.0,132157.0,0679429220,9.0
348,348.0,139548.0,0679429220,6.0
349,349.0,188026.0,0679429220,8.0
350,350.0,199390.0,0679429220,8.0
351,351.0,258266.0,0679429220,8.0
352,352.0,178112.0,0671867156,9.0
353,353.0,187236.0,0671867156,8.0
354,354.0,244574.0,0671867156,9.0
355,355.0,9652.0,0451166892,9.0
356,356.0,16782.0,0451166892,10.0
357,357.0,34222.0,0451166892,9.0
358,358.0,132303.0,0451166892,9.0
359,359.0,155117.0,0451166892,7.0
360,360.0,205571.0,0451166892,7.0
361,361.0,214252.0,0451166892,9.0
362,362.0,234530.0,0451166892,10.0
363,363.0,245559.0,0451166892,8.0
364,364.0,276755.0,0451166892,5.0
365,365.0,85619.0,067976397X,8.0
366,366.0,4821.0,0786868716,6.0
367,367.0,15780.0,0786868716,9.0
368,368.0,19433.0,0786868716,6.0
369,369.0,21494.0,0786868716,9.0
370,370.0,28705.0,0786868716,9.0
371,371.0,40745.0,0786868716,8.0
372,372.0,59193.0,0786868716,8.0
373,373.0,87632.0,0786868716,9.0
374,374.0,91456.0,0786868716,8.0
375,375.0,92048.0,0786868716,9.0
376,376.0,103493.0,0786868716,8.0
377,377.0,104166.0,0786868716,8.0
378,378.0,108711.0,0786868716,6.0
379,379.0,111539.0,0786868716,9.0
380,380.0,123418.0,0786868716,8.0
381,381.0,124563.0,0786868716,10.0
382,382.0,130263.0,0786868716,8.0
383,383.0,134234.0,0786868716,10.0
384,384.0,135472.0,0786868716,5.0
385,385.0,135830.0,0786868716,10.0
386,386.0,142487.0,0786868716,10.0
387,387.0,152481.0,0786868716,10.0
388,388.0,157511.0,0786868716,8.0
389,389.0,159648.0,0786868716,10.0
390,390.0,160670.0,0786868716,9.0
391,391.0,164401.0,0786868716,9.0
392,392.0,173342.0,0786868716,9.0
393,393.0,175832.0,0786868716,10.0
394,394.0,183745.0,0786868716,5.0
395,395.0,193935.0,0786868716,10.0
396,396.0,199870.0,0786868716,9.0
397,397.0,206627.0,0786868716,9.0
398,398.0,212877.0,0786868716,10.0
399,399.0,216643.0,0786868716,10.0
400,400.0,225255.0,0786868716,10.0
401,401.0,229010.0,0786868716,8.0
402,402.0,233927.0,0786868716,5.0
403,403.0,241799.0,0786868716,9.0
404,404.0,242548.0,0786868716,7.0
405,405.0,248062.0,0786868716,10.0
406,406.0,254704.0,0786868716,8.0
407,407.0,267117.0,0786868716,10.0
408,408.0,269702.0,0786868716,6.0
409,409.0,6906.0,0446608653,7.0
410,410.0,242457.0,0446608653,7.0
411,411.0,54416.0,0451208080,6.0
412,412.0,176340.0,0553584383,6.0
413,413.0,129.0,0316735736,7.0
414,414.0,48111.0,0380619458,9.0
415,415.0,158662.0,0380619458,8.0
416,416.0,14535.0,0743249992,8.0
417,417.0,35097.0,0425184226,8.0
418,418.0,117215.0,0060929790,7.0
419,419.0,203916.0,0060929790,7.0
420,420.0,10959.0,0060976845,9.0
421,421.0,13503.0,0060976845,10.0
422,422.0,34868.0,0060976845,7.0
423,423.0,41580.0,0060976845,10.0
424,424.0,108947.0,0060976845,8.0
425,425.0,113919.0,0060976845,7.0
426,426.0,122293.0,0060976845,7.0
427,427.0,162755.0,0060976845,3.0
428,428.0,168755.0,0060976845,8.0
429,429.0,188279.0,0060976845,8.0
430,430.0,200783.0,0060976845,8.0
431,431.0,236408.0,0060976845,7.0
432,432.0,123886.0,0061099325,8.0
433,433.0,196039.0,0061099325,7.0
434,434.0,200956.0,0446601640,5.0
435,435.0,24677.0,038572179X,10.0
436,436.0,57943.0,038572179X,9.0
437,437.0,66917.0,038572179X,8.0
438,438.0,97950.0,038572179X,8.0
439,439.0,119529.0,038572179X,8.0
440,440.0,175865.0,038572179X,5.0
441,441.0,178.0,0451410319,6.0
442,442.0,134480.0,8401422825,9.0
443,443.0,45544.0,0380778556,9.0
444,444.0,49485.0,0380778556,7.0
445,445.0,144790.0,0380778556,10.0
446,446.0,239317.0,0380778556,9.0
447,447.0,277783.0,0380778556,8.0
448,448.0,277827.0,0380778556,9.0
449,449.0,277828.0,0380778556,8.0
450,450.0,190.0,0002740230,7.0
451,451.0,195900.0,0385336772,8.0
452,452.0,238573.0,0812575482,10.0
453,453.0,273121.0,0812575482,8.0
454,454.0,269833.0,044651747X,6.0
455,455.0,212.0,0060801263,8.0
456,456.0,215.0,0061030147,6.0
457,457.0,82157.0,0671461494,9.0
458,458.0,228.0,0385337639,7.0
459,459.0,16790.0,0385337639,9.0
460,460.0,139727.0,0385337639,7.0
461,461.0,174405.0,0385337639,10.0
462,462.0,230003.0,0385337639,6.0
463,463.0,239613.0,0385337639,8.0
464,464.0,228.0,039575514X,9.0
465,465.0,134584.0,039575514X,8.0
466,466.0,48306.0,0330332775,10.0
467,467.0,180206.0,0330332775,9.0
468,468.0,90469.0,0060977493,9.0
469,469.0,160700.0,0060977493,9.0
470,470.0,183034.0,0060977493,5.0
471,471.0,30625.0,0156006529,7.0
472,472.0,139998.0,0156006529,9.0
473,473.0,248071.0,0156006529,5.0
474,474.0,265365.0,0156006529,5.0
475,475.0,34314.0,0345378490,8.0
476,476.0,102965.0,0345378490,8.0
477,477.0,124501.0,0345378490,8.0
478,478.0,132978.0,0345378490,4.0
479,479.0,227748.0,0345378490,9.0
480,480.0,257346.0,0345378490,6.0
481,481.0,165182.0,0345404793,5.0
482,482.0,209186.0,0345409051,7.0
483,483.0,82359.0,0375400117,5.0
484,484.0,88843.0,0375400117,7.0
485,485.0,142545.0,0375400117,7.0
486,486.0,83895.0,0375705856,8.0
487,487.0,109048.0,0375705856,10.0
488,488.0,113906.0,0375705856,7.0
489,489.0,236418.0,0375705856,5.0
490,490.0,248095.0,0375705856,8.0
491,491.0,201206.0,0380717018,8.0
492,492.0,255141.0,0380717018,7.0
493,493.0,153920.0,0380718332,5.0
494,494.0,208474.0,0380718332,6.0
495,495.0,235523.0,0380718332,10.0
496,496.0,33585.0,0385508042,10.0
497,497.0,145501.0,0385508042,6.0
498,498.0,156586.0,0385508042,5.0
499,499.0,157925.0,0385508042,6.0
500,500.0,210314.0,0385508042,5.0
501,501.0,234032.0,0385508042,6.0
502,502.0,239033.0,0385508042,6.0
503,503.0,244067.0,0385508042,10.0
504,504.0,270661.0,0385508042,7.0
505,505.0,11940.0,0385511612,5.0
506,506.0,18836.0,0385511612,10.0
507,507.0,22632.0,0385511612,10.0
508,508.0,60870.0,0385511612,8.0
509,509.0,139109.0,0385511612,5.0
510,510.0,143672.0,0385511612,7.0
511,511.0,148175.0,0385511612,7.0
512,512.0,165709.0,0385511612,7.0
513,513.0,8541.0,0385720106,6.0
514,514.0,21861.0,0385720106,9.0
515,515.0,26673.0,0385720106,8.0
516,516.0,33269.0,0385720106,8.0
517,517.0,33318.0,0385720106,8.0
518,518.0,152609.0,0385720106,7.0
519,519.0,195887.0,0385720106,5.0
520,520.0,202972.0,0385720106,7.0
521,521.0,248802.0,0385720106,5.0
522,522.0,249551.0,0385720106,8.0
523,523.0,265643.0,0385720106,6.0
524,524.0,271625.0,0385720106,7.0
525,525.0,33479.0,0385730586,7.0
526,526.0,52860.0,0385730586,10.0
527,527.0,106100.0,0385730586,9.0
528,528.0,241089.0,0385730586,3.0
529,529.0,266943.0,0385730586,8.0
530,530.0,201964.0,0425163407,8.0
531,531.0,1530.0,044023722X,8.0
532,532.0,11155.0,044023722X,6.0
533,533.0,15623.0,044023722X,8.0
534,534.0,23032.0,044023722X,8.0
535,535.0,50521.0,044023722X,9.0
536,536.0,56772.0,044023722X,5.0
537,537.0,66288.0,044023722X,4.0
538,538.0,71684.0,044023722X,8.0
539,539.0,86465.0,044023722X,7.0
540,540.0,87900.0,044023722X,7.0
541,541.0,108774.0,044023722X,7.0
542,542.0,108832.0,044023722X,7.0
543,543.0,113325.0,044023722X,9.0
544,544.0,118404.0,044023722X,8.0
545,545.0,136096.0,044023722X,5.0
546,546.0,138672.0,044023722X,8.0
547,547.0,139548.0,044023722X,8.0
548,548.0,142412.0,044023722X,9.0
549,549.0,165449.0,044023722X,9.0
550,550.0,170858.0,044023722X,5.0
551,551.0,172098.0,044023722X,6.0
552,552.0,174630.0,044023722X,7.0
553,553.0,176577.0,044023722X,7.0
554,554.0,194221.0,044023722X,9.0
555,555.0,206746.0,044023722X,4.0
556,556.0,218355.0,044023722X,7.0
557,557.0,225727.0,044023722X,8.0
558,558.0,235821.0,044023722X,8.0
559,559.0,247623.0,044023722X,6.0
560,560.0,55839.0,0446353205,10.0
561,561.0,167717.0,0446353205,10.0
562,562.0,274469.0,0446358592,8.0
563,563.0,130183.0,0446360856,7.0
564,564.0,16747.0,0446600474,5.0
565,565.0,161765.0,0449006522,9.0
566,566.0,182831.0,0449006522,6.0
567,567.0,232775.0,0449006522,8.0
568,568.0,263072.0,0449006522,8.0
569,569.0,91404.0,0449911004,8.0
570,570.0,124391.0,0449911004,7.0
571,571.0,155183.0,0449911004,9.0
572,572.0,208138.0,0449911004,9.0
573,573.0,228432.0,0449911004,8.0
574,574.0,141308.0,0451162072,9.0
575,575.0,40577.0,0451186648,9.0
576,576.0,20982.0,0452282152,8.0
577,577.0,29805.0,0452282152,8.0
578,578.0,42981.0,0452282152,4.0
579,579.0,43275.0,0452282152,7.0
580,580.0,49743.0,0452282152,7.0
581,581.0,59434.0,0452282152,6.0
582,582.0,64409.0,0452282152,7.0
583,583.0,104809.0,0452282152,9.0
584,584.0,119005.0,0452282152,6.0
585,585.0,131254.0,0452282152,7.0
586,586.0,143647.0,0452282152,7.0
587,587.0,146740.0,0452282152,10.0
588,588.0,147372.0,0452282152,10.0
589,589.0,155835.0,0452282152,7.0
590,590.0,163599.0,0452282152,5.0
591,591.0,166864.0,0452282152,10.0
592,592.0,171610.0,0452282152,8.0
593,593.0,240043.0,0452282152,8.0
594,594.0,242069.0,0452282152,8.0
595,595.0,257022.0,0452282152,10.0
596,596.0,262464.0,0452282152,7.0
597,597.0,278075.0,0452282152,8.0
598,598.0,125998.0,051512219X,7.0
599,599.0,70237.0,0515130389,9.0
600,600.0,221369.0,0515130389,8.0
601,601.0,2417.0,051513290X,7.0
602,602.0,125880.0,051513290X,7.0
603,603.0,85592.0,0553580388,8.0
604,604.0,109845.0,0553580388,5.0
605,605.0,114362.0,0553580388,8.0
606,606.0,15351.0,0684848783,7.0
607,607.0,225043.0,0684848783,6.0
608,608.0,226718.0,0786863986,3.0
609,609.0,12820.0,155874262X,8.0
610,610.0,193309.0,155874262X,6.0
611,611.0,231853.0,155874262X,7.0
612,612.0,270139.0,155874262X,9.0
613,613.0,278832.0,155874262X,10.0
614,614.0,16509.0,0060987103,9.0
615,615.0,30164.0,0060987103,7.0
616,616.0,92048.0,0060987103,10.0
617,617.0,93463.0,0060987103,9.0
618,618.0,134689.0,0060987103,8.0
619,619.0,171939.0,0060987103,8.0
620,620.0,200241.0,0060987103,10.0
621,621.0,225088.0,0060987103,10.0
622,622.0,251727.0,0060987103,7.0
623,623.0,252764.0,0060987103,10.0
624,624.0,8219.0,0151008116,7.0
625,625.0,71071.0,0151008116,4.0
626,626.0,167491.0,0151008116,9.0
627,627.0,175377.0,0151008116,9.0
628,628.0,262769.0,0151008116,7.0
629,629.0,22992.0,0525947647,10.0
630,630.0,42137.0,0525947647,9.0
631,631.0,48300.0,0525947647,10.0
632,632.0,65936.0,0525947647,10.0
633,633.0,67971.0,0525947647,7.0
634,634.0,98654.0,0525947647,10.0
635,635.0,123279.0,0525947647,9.0
636,636.0,152538.0,0525947647,9.0
637,637.0,173929.0,0525947647,10.0
638,638.0,201161.0,0525947647,9.0
639,639.0,207350.0,0525947647,10.0
640,640.0,216522.0,0525947647,10.0
641,641.0,247731.0,0525947647,9.0
642,642.0,267592.0,0525947647,8.0
643,643.0,21861.0,0804111359,7.0
644,644.0,59810.0,0804111359,8.0
645,645.0,77282.0,0804111359,10.0
646,646.0,137594.0,0804111359,4.0
647,647.0,164841.0,0804111359,8.0
648,648.0,14212.0,0060391448,9.0
649,649.0,135893.0,0060391448,8.0
650,650.0,191546.0,0060391448,9.0
651,651.0,85069.0,0061020702,9.0
652,652.0,59966.0,0061020710,10.0
653,653.0,129075.0,0061020710,8.0
654,654.0,147607.0,0061020710,7.0
655,655.0,162946.0,0061020710,8.0
656,656.0,186843.0,0061020710,10.0
657,657.0,190288.0,0061020710,10.0
658,658.0,20453.0,0061092819,7.0
659,659.0,113322.0,0064471047,2.0
660,660.0,72109.0,0064472264,9.0
661,661.0,36933.0,0066238501,10.0
662,662.0,46910.0,0066238501,10.0
663,663.0,63965.0,014028009X,8.0
664,664.0,95269.0,014028009X,6.0
665,665.0,233225.0,014028009X,10.0
666,666.0,246352.0,014028009X,8.0
667,667.0,85305.0,014100018X,8.0
668,668.0,94151.0,014100018X,5.0
669,669.0,2388.0,0142001740,6.0
670,670.0,6704.0,0142001740,10.0
671,671.0,7874.0,0142001740,9.0
672,672.0,15179.0,0142001740,9.0
673,673.0,17721.0,0142001740,8.0
674,674.0,36491.0,0142001740,6.0
675,675.0,37760.0,0142001740,8.0
676,676.0,41910.0,0142001740,10.0
677,677.0,50416.0,0142001740,9.0
678,678.0,62577.0,0142001740,10.0
679,679.0,67734.0,0142001740,9.0
680,680.0,68082.0,0142001740,9.0
681,681.0,72303.0,0142001740,9.0
682,682.0,83584.0,0142001740,8.0
683,683.0,84257.0,0142001740,9.0
684,684.0,92048.0,0142001740,10.0
685,685.0,96623.0,0142001740,8.0
686,686.0,98908.0,0142001740,5.0
687,687.0,99159.0,0142001740,7.0
688,688.0,103475.0,0142001740,8.0
689,689.0,106937.0,0142001740,10.0
690,690.0,107654.0,0142001740,9.0
691,691.0,118347.0,0142001740,10.0
692,692.0,121114.0,0142001740,9.0
693,693.0,127836.0,0142001740,10.0
694,694.0,129213.0,0142001740,8.0
695,695.0,129526.0,0142001740,8.0
696,696.0,129777.0,0142001740,10.0
697,697.0,133256.0,0142001740,8.0
