,uid,isbn,rating
167,211720,0971880107,5
168,216262,0971880107,5
169,218867,0971880107,3
170,219752,0971880107,7
171,222277,0971880107,7
172,223091,0971880107,7
173,225727,0971880107,1
174,225832,0971880107,2
175,226022,0971880107,7
176,226422,0971880107,3
177,228790,0971880107,5
178,229568,0971880107,3
179,229635,0971880107,1
180,230436,0971880107,1
181,230531,0971880107,3
182,231190,0971880107,5
183,232555,0971880107,2
184,233857,0971880107,2
185,234927,0971880107,2
186,235538,0971880107,8
187,236296,0971880107,5
188,236918,0971880107,8
189,237283,0971880107,7
190,237399,0971880107,4
191,241291,0971880107,1
192,241430,0971880107,1
193,244886,0971880107,5
194,245829,0971880107,4
195,246344,0971880107,7
196,248784,0971880107,4
197,254589,0971880107,6
198,257069,0971880107,7
199,257878,0971880107,8
200,258675,0971880107,1
201,258837,0971880107,4
202,258972,0971880107,5
203,262934,0971880107,2
204,263214,0971880107,1
205,263331,0971880107,4
206,264415,0971880107,3
207,264680,0971880107,2
208,265499,0971880107,7
209,266260,0971880107,2
210,267382,0971880107,6
211,267727,0971880107,9
212,267881,0971880107,2
213,268009,0971880107,4
214,269347,0971880107,4
215,270131,0971880107,3
216,276113,0971880107,7
217,278176,0971880107,9
218,16,0345402871,9
219,14801,0345402871,7
220,22463,0345402871,6
221,35945,0345402871,7
222,36506,0345402871,8
223,48965,0345402871,7
224,67244,0345402871,8
225,89027,0345402871,8
226,180320,0345402871,7
227,204192,0345402871,9
228,216682,0345402871,6
229,231130,0345402871,6
230,233004,0345402871,5
231,233466,0345402871,8
232,234162,0345402871,5
233,255189,0345402871,8
234,267377,0345402871,7
235,1376,0345417623,8
236,8682,0345417623,8
237,12565,0345417623,7
238,13726,0345417623,7
239,16799,0345417623,7
240,18583,0345417623,8
241,24144,0345417623,8
242,24278,0345417623,7
243,31620,0345417623,7
244,36506,0345417623,8
245,39233,0345417623,9
246,42083,0345417623,10
247,42546,0345417623,7
248,45954,0345417623,8
249,49294,0345417623,5
250,52845,0345417623,8
251,53604,0345417623,10
252,66096,0345417623,6
253,94677,0345417623,7
254,103176,0345417623,9
255,105925,0345417623,10
256,111083,0345417623,7
257,112855,0345417623,8
258,119205,0345417623,9
259,121233,0345417623,10
260,121517,0345417623,7
261,128341,0345417623,7
262,130878,0345417623,8
263,152015,0345417623,8
264,155823,0345417623,8
265,187374,0345417623,8
266,191752,0345417623,8
267,194112,0345417623,9
268,204149,0345417623,10
269,206067,0345417623,7
270,221036,0345417623,8
271,227305,0345417623,6
272,227633,0345417623,9
273,231172,0345417623,10
274,234113,0345417623,8
275,245948,0345417623,8
276,254303,0345417623,6
277,67393,0553278398,8
278,82188,0553278398,9
279,128142,0553278398,8
280,19,0375759778,7
281,38502,0375759778,8
282,212788,0375759778,9
283,95703,0425163091,9
284,122519,0375406328,5
285,277641,0375406328,7
286,26,0446310786,10
287,15720,0446310786,10
288,21402,0446310786,10
289,29981,0446310786,7
290,30489,0446310786,10
291,32089,0446310786,7
292,43113,0446310786,10
293,46887,0446310786,8
294,48653,0446310786,8
295,53117,0446310786,10
296,61888,0446310786,9
297,68861,0446310786,10
298,76505,0446310786,7
299,87216,0446310786,9
300,90046,0446310786,9
301,104948,0446310786,10
302,112570,0446310786,6
303,117781,0446310786,9
304,119341,0446310786,8
305,129641,0446310786,10
306,137746,0446310786,7
307,137940,0446310786,8
308,141023,0446310786,5
309,144791,0446310786,10
310,157851,0446310786,8
311,162664,0446310786,8
312,177989,0446310786,5
313,178953,0446310786,9
314,204100,0446310786,10
315,204494,0446310786,10
316,204762,0446310786,9
317,219650,0446310786,8
318,221904,0446310786,7
319,224093,0446310786,9
320,227494,0446310786,9
321,228504,0446310786,9
322,229440,0446310786,8
323,238390,0446310786,6
324,249174,0446310786,9
325,276953,0446310786,10
326,277743,0446310786,9
327,26,0449005615,9
328,367,0449005615,9
329,61888,0449005615,9
330,93514,0449005615,7
331,93909,0449005615,8
332,121991,0449005615,10
333,125222,0449005615,7
334,128541,0449005615,8
335,131767,0449005615,9
336,132686,0449005615,10
337,144412,0449005615,8
338,154026,0449005615,8
339,170224,0449005615,9
340,170620,0449005615,8
341,174807,0449005615,10
342,180314,0449005615,7
343,192762,0449005615,9
344,198334,0449005615,10
345,198650,0449005615,10
346,199166,0449005615,9
347,209062,0449005615,8
348,226665,0449005615,9
349,232980,0449005615,9
350,242989,0449005615,4
351,250724,0449005615,8
352,251253,0449005615,10
353,257900,0449005615,7
354,257916,0449005615,10
355,269280,0449005615,9
356,110565,0060168013,10
357,149667,0060168013,8
358,150828,0060168013,10
359,184420,0060168013,9
360,192292,0060168013,10
361,223096,0060168013,8
362,157475,067176537X,8
363,252348,0061099686,6
364,88118,0671888587,8
365,42,0553582747,7
366,49377,0553582747,8
367,127321,0553582747,6
368,143517,0553582747,3
369,147607,0553582747,8
370,155439,0553582747,10
371,169065,0553582747,10
372,248594,0553582747,8
373,250981,0553582747,5
374,35788,0425182908,9
375,79715,0425182908,5
376,82842,0425182908,5
377,85955,0425182908,6
378,128742,0425182908,5
379,223748,0425182908,2
380,231603,0425182908,8
381,236909,0425182908,8
382,25391,042518630X,2
383,29257,042518630X,8
384,42256,042518630X,6
385,146906,042518630X,10
386,186447,042518630X,4
387,271604,042518630X,7
388,44,0440223571,8
389,230900,0440223571,7
390,244455,0440223571,7
391,6254,0842342702,10
392,46500,0842342702,9
393,110929,0842342702,8
394,125045,0842342702,8
395,164783,0842342702,9
396,173538,0842342702,10
397,173901,0842342702,9
398,231856,0842342702,3
399,234077,0842342702,9
400,251501,0842342702,10
401,261265,0842342702,8
402,51,0440225701,9
403,1619,0440225701,9
404,17337,0440225701,10
405,32524,0440225701,9
406,41162,0440225701,8
407,52328,0440225701,10
408,60229,0440225701,8
409,74637,0440225701,8
410,76795,0440225701,8
411,94237,0440225701,7
412,101341,0440225701,5
413,101744,0440225701,5
414,110847,0440225701,7
415,115675,0440225701,8
416,123809,0440225701,10
417,128639,0440225701,8
418,136401,0440225701,8
419,176577,0440225701,9
420,180903,0440225701,10
421,200386,0440225701,10
422,203274,0440225701,10
423,212119,0440225701,7
424,224427,0440225701,9
425,228249,0440225701,8
426,232316,0440225701,6
427,233670,0440225701,8
428,243488,0440225701,5
429,255175,0440225701,8
430,268244,0440225701,10
431,274361,0440225701,8
432,278333,0440225701,10
433,96107,0380715899,8
434,110693,0964778319,10
435,134408,0679810307,10
436,178945,0679810307,5
437,241981,0679865691,4
438,238865,0312970242,7
439,228889,1853260053,10
440,73,0060938412,5
441,24140,0140067477,10
442,34222,0140067477,10
443,83116,0140067477,8
444,103526,0140067477,8
445,110599,0140067477,9
446,132550,0140067477,7
447,135301,0140067477,8
448,148452,0140067477,8
449,153525,0140067477,8
450,181507,0140067477,7
451,218318,0140067477,7
452,228433,0140067477,10
453,235109,0140067477,9
454,238396,0140067477,7
455,246625,0140067477,10
456,256384,0140067477,9
457,270919,0140067477,9
458,272504,0140067477,8
459,11648,0345465083,8
460,12549,0345465083,8
461,43321,0345465083,6
462,48764,0345465083,7
463,82885,0345465083,8
464,98097,0345465083,10
465,125009,0345465083,7
466,174709,0345465083,8
467,194305,0345465083,5
468,208890,0345465083,7
469,210671,0345465083,9
470,247795,0345465083,7
471,75,1558531025,5
472,60185,1558531025,8
473,88103,1558531025,7
474,145296,1558531025,6
475,233642,1558531025,9
476,237928,1558531025,5
477,32914,0441783589,7
478,43633,0441783589,9
479,45174,0441783589,8
480,49845,0441783589,7
481,80301,0441783589,9
482,109577,0441783589,9
483,169185,0441783589,6
484,203955,0441783589,8
485,230011,0441783589,8
486,246263,0441783589,9
487,81,0375410538,5
488,52112,0375410538,7
489,64530,0375410538,10
490,90782,0375410538,7
491,223605,0375410538,8
492,232262,0375410538,9
493,82,0966986105,10
494,88,0553062042,7
495,91,0316769487,9
496,280,0316769487,7
497,11507,0316769487,9
498,12966,0316769487,9
499,19127,0316769487,8
500,19132,0316769487,8
501,20605,0316769487,10
502,27349,0316769487,10
503,41360,0316769487,8
504,46341,0316769487,8
505,50805,0316769487,8
506,57765,0316769487,7
507,68373,0316769487,7
508,69661,0316769487,4
509,72244,0316769487,7
510,75322,0316769487,7
511,77459,0316769487,10
512,77906,0316769487,8
513,83279,0316769487,8
514,84289,0316769487,10
515,86290,0316769487,8
516,90727,0316769487,8
517,100510,0316769487,7
518,101046,0316769487,8
519,104425,0316769487,10
520,108394,0316769487,10
521,112570,0316769487,8
522,113880,0316769487,8
523,117073,0316769487,5
524,127317,0316769487,9
525,134937,0316769487,8
526,135418,0316769487,8
527,165176,0316769487,8
528,173494,0316769487,7
529,174434,0316769487,6
530,185111,0316769487,8
531,185339,0316769487,10
532,189939,0316769487,9
533,197644,0316769487,10
534,199356,0316769487,10
535,202417,0316769487,9
536,205512,0316769487,7
537,206389,0316769487,8
538,208886,0316769487,8
539,209882,0316769487,8
540,212486,0316769487,8
541,213222,0316769487,7
542,220736,0316769487,5
543,223364,0316769487,7
544,225730,0316769487,7
545,228065,0316769487,3
546,232195,0316769487,7
547,239502,0316769487,8
548,249578,0316769487,8
549,250503,0316769487,8
550,258566,0316769487,10
551,266024,0316769487,10
552,274932,0316769487,7
553,276372,0316769487,10
554,277698,0316769487,6
555,125,0679429220,10
556,52008,0679429220,7
557,55505,0679429220,8
558,60259,0679429220,8
559,106036,0679429220,6
560,107286,0679429220,7
561,120147,0679429220,7
562,132157,0679429220,9
563,139548,0679429220,6
564,188026,0679429220,8
565,199390,0679429220,8
566,229003,0679429220,7
567,258266,0679429220,8
568,271434,0679429220,8
569,97,0671867156,7
570,2528,0671867156,10
571,36912,0671867156,8
572,102616,0671867156,10
573,124317,0671867156,10
574,178112,0671867156,9
575,187236,0671867156,8
576,244574,0671867156,9
577,257701,0671867156,8
578,9652,0451166892,9
579,16782,0451166892,10
580,34222,0451166892,9
581,59712,0451166892,10
582,74208,0451166892,9
583,120350,0451166892,10
584,132303,0451166892,9
585,155117,0451166892,7
586,193920,0451166892,9
587,194016,0451166892,5
588,196585,0451166892,10
589,205571,0451166892,7
590,214252,0451166892,9
591,234530,0451166892,10
592,243117,0451166892,9
593,245559,0451166892,8
594,276755,0451166892,5
595,61575,067976397X,7
596,85619,067976397X,8
597,115231,067976397X,9
598,252574,067976397X,8
599,277647,067976397X,8
600,4821,0786868716,6
601,15780,0786868716,9
602,19433,0786868716,6
603,21494,0786868716,9
604,28705,0786868716,9
605,40745,0786868716,8
606,59193,0786868716,8
607,87632,0786868716,9
608,91456,0786868716,8
609,92048,0786868716,9
610,92826,0786868716,10
611,103493,0786868716,8
612,104166,0786868716,8
613,108711,0786868716,6
614,111539,0786868716,9
615,123418,0786868716,8
616,124563,0786868716,10
617,130263,0786868716,8
618,134234,0786868716,10
619,135472,0786868716,5
620,135830,0786868716,10
621,142487,0786868716,10
622,142759,0786868716,9
623,152481,0786868716,10
624,157511,0786868716,8
625,159648,0786868716,10
626,160670,0786868716,9
627,164401,0786868716,9
628,173342,0786868716,9
629,175832,0786868716,10
630,183555,0786868716,8
631,183745,0786868716,5
632,187003,0786868716,9
633,193935,0786868716,10
634,199870,0786868716,9
635,206627,0786868716,9
636,212877,0786868716,10
637,216643,0786868716,10
638,225255,0786868716,10
639,229010,0786868716,8
640,233927,0786868716,5
641,241799,0786868716,9
642,242548,0786868716,7
643,248062,0786868716,10
644,254704,0786868716,8
645,262521,0786868716,8
646,267117,0786868716,10
647,269702,0786868716,6
648,107,0671864769,8
649,110,0440222303,6
650,6906,0446608653,7
651,242457,0446608653,7
652,54416,0451208080,6
653,176340,0553584383,6
654,129,0316735736,7
655,48111,0380619458,9
656,158662,0380619458,8
657,14535,0743249992,8
658,230058,0743249992,10
659,141,0840734530,10
660,35097,0425184226,8
661,65954,0425184226,8
662,102248,0425184226,7
663,114341,0425184226,9
664,117215,0060929790,7
665,203916,0060929790,7
666,10959,0060976845,9
667,13503,0060976845,10
668,34868,0060976845,7
669,37523,0060976845,9
670,41580,0060976845,10
671,62208,0060976845,7
672,80276,0060976845,7
673,87301,0060976845,9
674,108947,0060976845,8
675,113919,0060976845,7
676,122293,0060976845,7
677,125680,0060976845,10
678,132703,0060976845,5
679,133858,0060976845,10
680,149275,0060976845,10
681,150399,0060976845,8
682,150617,0060976845,6
683,162755,0060976845,3
684,168755,0060976845,8
685,188279,0060976845,8
686,200783,0060976845,8
687,236408,0060976845,7
688,123886,0061099325,8
689,163839,0061099325,8
690,196039,0061099325,7
691,169,0446601640,7
692,169155,0446601640,8
693,200956,0446601640,5
694,21874,038572179X,5
695,24677,038572179X,10
696,57943,038572179X,9
697,66917,038572179X,8
698,97950,038572179X,8
699,119529,038572179X,8
700,175865,038572179X,5
701,182220,038572179X,8
702,190150,038572179X,8
703,178,0451410319,6
704,13087,0451410319,8
705,72255,0451410319,8
706,106271,0451410319,8
707,249262,0451410319,10
708,8185,0553583468,8
709,52166,0553583468,10
710,78590,0553583468,5
711,120405,0553583468,9
712,181429,0553583468,8
713,134480,8401422825,9
714,8317,0380778556,5
715,45544,0380778556,9
716,49485,0380778556,7
717,117834,0380778556,7
718,144790,0380778556,10
719,239317,0380778556,9
720,277783,0380778556,8
721,277827,0380778556,9
722,277828,0380778556,8
723,190,0002740230,7
724,195900,0385336772,8
725,238573,0812575482,10
726,273121,0812575482,8
727,269833,044651747X,6
728,212,0060801263,8
729,215,0061030147,6
730,217,0140250964,8
731,226,0671461494,8
732,28397,0671461494,9
733,82157,0671461494,9
734,113024,0671461494,9
735,213148,0671461494,1
736,216600,0671461494,10
737,228,0385337639,7
738,16790,0385337639,9
739,139727,0385337639,7
740,174405,0385337639,10
741,230003,0385337639,6
742,239613,0385337639,8
743,228,039575514X,9
744,134584,039575514X,8
745,48306,0330332775,10
746,72227,0330332775,7
747,76434,0330332775,9
748,180206,0330332775,9
749,182801,0330332775,9
750,103181,0345354931,10
751,5101,0060977493,5
752,7316,0060977493,9
753,49843,0060977493,5
754,58992,0060977493,8
755,90469,0060977493,9
756,90837,0060977493,8
757,96607,0060977493,9
758,98154,0060977493,10
759,114669,0060977493,8
760,160700,0060977493,9
761,177479,0060977493,10
762,183034,0060977493,5
763,184493,0060977493,8
764,200829,0060977493,8
765,243531,0060977493,10
766,251674,0060977493,5
767,30625,0156006529,7
768,139998,0156006529,9
769,161149,0156006529,5
770,248071,0156006529,5
771,265365,0156006529,5
772,29045,0345378490,6
773,32028,0345378490,8
774,34314,0345378490,8
775,102965,0345378490,8
776,124501,0345378490,8
777,132978,0345378490,4
778,187289,0345378490,6
779,202188,0345378490,9
780,206808,0345378490,7
781,227748,0345378490,9
782,231434,0345378490,7
783,242584,0345378490,8
784,257346,0345378490,6
785,6026,0345404793,10
786,53506,0345404793,8
787,165182,0345404793,5
788,209186,0345409051,7
789,12671,0375400117,9
790,32071,0375400117,10
791,82359,0375400117,5
792,88843,0375400117,7
793,142545,0375400117,7
794,236061,0375400117,10
795,268898,0375400117,8
796,269886,0375400117,9
797,8263,0375705856,8
798,57267,0375705856,8
799,83895,0375705856,8
800,109048,0375705856,10
801,113906,0375705856,7
802,236418,0375705856,5
803,248095,0375705856,8
804,190784,0380717018,9
805,201206,0380717018,8
806,255141,0380717018,7
807,17262,0380718332,8
808,49053,0380718332,3
809,153920,0380718332,5
810,169580,0380718332,7
811,208474,0380718332,6
812,235523,0380718332,10
813,248909,0380718332,6
814,33585,0385508042,10
815,145012,0385508042,8
816,145501,0385508042,6
817,156586,0385508042,5
818,157925,0385508042,6
819,210314,0385508042,5
820,234032,0385508042,6
821,238024,0385508042,6
822,239033,0385508042,6
823,244067,0385508042,10
824,270661,0385508042,7
825,275967,0385508042,6
826,11940,0385511612,5
827,18836,0385511612,10
828,22632,0385511612,10
829,60870,0385511612,8
830,130915,0385511612,8
831,139109,0385511612,5
832,143672,0385511612,7
833,148175,0385511612,7
834,165709,0385511612,7
835,8541,0385720106,6
836,21861,0385720106,9
837,26673,0385720106,8
838,32046,0385720106,8
839,33269,0385720106,8
840,33318,0385720106,8
841,36067,0385720106,5
842,36632,0385720106,9
843,48350,0385720106,4
844,59977,0385720106,6
845,123870,0385720106,7
846,152609,0385720106,7
847,170655,0385720106,8
848,188986,0385720106,9
849,195887,0385720106,5
850,202972,0385720106,7
851,248802,0385720106,5
852,249227,0385720106,6
853,249551,0385720106,8
854,265643,0385720106,6
855,267837,0385720106,4
856,271625,0385720106,7
857,33479,0385730586,7
858,52860,0385730586,10
859,106100,0385730586,9
860,241089,0385730586,3
861,266943,0385730586,8
862,39034,0425163407,7
863,201964,0425163407,8
864,208480,0425163407,6
865,151340,0425164403,8
866,256,044023722X,8
867,1530,044023722X,8
868,11155,044023722X,6
869,15623,044023722X,8
870,23032,044023722X,8
871,24220,044023722X,9
872,26249,044023722X,8
873,28123,044023722X,9
874,36624,044023722X,3
875,50388,044023722X,7
876,50521,044023722X,9
877,54413,044023722X,8
878,56772,044023722X,5
879,59372,044023722X,8
880,60198,044023722X,8
881,66288,044023722X,4
882,66578,044023722X,5
883,68563,044023722X,8
884,68965,044023722X,7
885,71684,044023722X,8
886,71779,044023722X,6
887,86465,044023722X,7
888,87900,044023722X,7
889,92733,044023722X,7
890,101672,044023722X,7
891,106009,044023722X,5
892,108774,044023722X,7
893,108832,044023722X,7
894,113325,044023722X,9
895,118404,044023722X,8
896,131777,044023722X,8
897,136096,044023722X,5
898,138672,044023722X,8
899,139208,044023722X,7
900,139548,044023722X,8
901,141519,044023722X,8
902,142412,044023722X,9
903,142580,044023722X,7
904,146000,044023722X,6
905,147685,044023722X,7
906,152243,044023722X,9
907,165449,044023722X,9
908,169402,044023722X,10
909,169482,044023722X,5
910,170858,044023722X,5
911,172098,044023722X,6
912,174630,044023722X,7
913,176577,044023722X,7
914,188129,044023722X,8
915,190345,044023722X,6
916,191900,044023722X,8
917,194221,044023722X,9
918,206746,044023722X,4
919,208794,044023722X,4
920,210477,044023722X,8
921,216214,044023722X,5
922,217313,044023722X,4
923,218128,044023722X,8
924,218355,044023722X,7
925,225727,044023722X,8
926,227674,044023722X,5
927,230505,044023722X,8
928,232143,044023722X,7
929,232936,044023722X,8
930,235821,044023722X,8
931,240275,044023722X,5
932,241492,044023722X,8
933,241513,044023722X,7
934,242232,044023722X,7
935,247623,044023722X,6
936,252080,044023722X,7
937,256807,044023722X,9
938,259300,044023722X,9
939,263035,044023722X,8
940,277212,044023722X,8
941,55839,0446353205,10
942,111085,0446353205,10
943,167717,0446353205,10
944,68771,0446358592,7
945,174760,0446358592,5
946,274469,0446358592,8
947,55284,0446360856,10
948,130183,0446360856,7
949,16747,0446600474,5
950,33111,0449006522,6
951,85848,0449006522,10
952,94132,0449006522,8
953,114577,0449006522,6
954,161765,0449006522,9
955,182831,0449006522,6
956,232775,0449006522,8
957,263072,0449006522,8
958,780,0449911004,10
959,91404,0449911004,8
960,108610,0449911004,9
961,112744,0449911004,7
962,124391,0449911004,7
963,155183,0449911004,9
964,189346,0449911004,9
965,208138,0449911004,9
966,228432,0449911004,8
967,141308,0451162072,9
968,142839,0451162072,5
969,212844,0451162072,3
970,40577,0451186648,9
971,115527,0451186648,6
972,5003,0452282152,7
973,20982,0452282152,8
974,29805,0452282152,8
975,32028,0452282152,7
976,42981,0452282152,4
977,43275,0452282152,7
978,49743,0452282152,7
979,50530,0452282152,8
980,51124,0452282152,9
981,53095,0452282152,9
982,57267,0452282152,8
983,58595,0452282152,8
984,59434,0452282152,6
985,59898,0452282152,6
986,64409,0452282152,7
987,68511,0452282152,8
988,70029,0452282152,7
989,83212,0452282152,7
990,104809,0452282152,9
991,106423,0452282152,10
992,114710,0452282152,10
993,117482,0452282152,9
994,119005,0452282152,6
995,125381,0452282152,8
996,126056,0452282152,6
997,131254,0452282152,7
998,143647,0452282152,7
999,146740,0452282152,10
1000,147372,0452282152,10
1001,151739,0452282152,7
1002,155835,0452282152,7
1003,156628,0452282152,8
1004,163599,0452282152,5
1005,163999,0452282152,8
1006,166864,0452282152,10
1007,171610,0452282152,8
1008,186666,0452282152,8
1009,197361,0452282152,9
1010,204817,0452282152,7
1011,205408,0452282152,8
1012,219391,0452282152,9
1013,235493,0452282152,9
1014,240043,0452282152,8
1015,242069,0452282152,8
1016,243875,0452282152,9
1017,257022,0452282152,10
1018,257754,0452282152,8
1019,262464,0452282152,7
1020,265909,0452282152,10
1021,277246,0452282152,10
1022,277517,0452282152,8
1023,278075,0452282152,8
1024,20617,051512219X,8
1025,125998,051512219X,7
1026,241467,051512219X,8
1027,70237,0515130389,9
1028,80738,0515130389,7
1029,168745,0515130389,7
1030,173512,0515130389,6
1031,174243,0515130389,9
1032,221369,0515130389,8
1033,239071,0515130389,9
1034,2417,051513290X,7
1035,64681,051513290X,5
1036,125880,051513290X,7
1037,74591,0553580388,9
1038,85592,0553580388,8
1039,109845,0553580388,5
1040,114362,0553580388,8
1041,237249,0553580388,6
1042,118976,0679450408,6
1043,149655,0679450408,6
1044,251165,0679450408,9
1045,15351,0684848783,7
1046,73884,0684848783,10
1047,108118,0684848783,5
1048,111656,0684848783,5
1049,112982,0684848783,5
1050,168743,0684848783,6
1051,179189,0684848783,4
1052,192662,0684848783,9
1053,212970,0684848783,4
1054,223605,0684848783,10
1055,225043,0684848783,6
1056,274362,0684848783,4
1057,189575,0786863986,8
1058,209783,0786863986,7
1059,226718,0786863986,3
1060,204458,0804117934,7
1061,1792,155874262X,8
1062,9034,155874262X,10
1063,12820,155874262X,8
1064,20468,155874262X,8
1065,26361,155874262X,7
1066,26694,155874262X,7
1067,40176,155874262X,8
1068,44444,155874262X,10
1069,99298,155874262X,10
1070,161626,155874262X,10
1071,181775,155874262X,9
1072,188892,155874262X,9
1073,193309,155874262X,6
1074,220838,155874262X,8
1075,231853,155874262X,7
1076,265658,155874262X,10
1077,270139,155874262X,9
1078,278832,155874262X,10
1079,16509,0060987103,9
1080,30164,0060987103,7
1081,30410,0060987103,7
1082,71488,0060987103,7
1083,92048,0060987103,10
1084,93463,0060987103,9
1085,115470,0060987103,6
1086,134689,0060987103,8
1087,153217,0060987103,7
1088,159363,0060987103,8
1089,164131,0060987103,8
1090,169462,0060987103,8
1091,171939,0060987103,8
1092,200241,0060987103,10
1093,225088,0060987103,10
1094,227297,0060987103,6
1095,251727,0060987103,7
1096,252764,0060987103,10
1097,258098,0060987103,9
1098,268670,0060987103,5
1099,269716,0060987103,6
1100,269754,0060987103,9
1101,272707,0060987103,7
1102,273880,0060987103,10
1103,8219,0151008116,7
1104,71071,0151008116,4
1105,94025,0151008116,10
1106,105113,0151008116,9
1107,125636,0151008116,8
1108,138524,0151008116,10
1109,167491,0151008116,9
1110,175377,0151008116,9
1111,200365,0151008116,7
1112,221356,0151008116,8
1113,256651,0151008116,10
1114,262769,0151008116,7
1115,268690,0151008116,9
1116,274898,0151008116,8
1117,22992,0525947647,10
1118,42137,0525947647,9
1119,48300,0525947647,10
1120,65936,0525947647,10
1121,67971,0525947647,7
1122,98654,0525947647,10
1123,123279,0525947647,9
1124,152538,0525947647,9
1125,173929,0525947647,10
1126,201161,0525947647,9
1127,207350,0525947647,10
1128,216522,0525947647,10
1129,247731,0525947647,9
1130,267592,0525947647,8
1131,21861,0804111359,7
1132,39201,0804111359,6
1133,59810,0804111359,8
1134,77282,0804111359,10
1135,135133,0804111359,9
1136,137594,0804111359,4
1137,164841,0804111359,8
1138,22078,0060013117,4
1139,227037,0060199563,9
1140,3814,0060391448,5
1141,14212,0060391448,9
1142,60335,0060391448,9
1143,135893,0060391448,8
1144,191546,0060391448,9
1145,202133,0060391448,8
1146,153284,0060976977,7
1147,85069,0061020702,9
1148,34995,0061020710,10
1149,59966,0061020710,10
1150,74778,0061020710,5
1151,129075,0061020710,8
1152,147607,0061020710,7
1153,162946,0061020710,8
1154,186843,0061020710,10
